1.6324522	0.5944166	1.0599525	0.5348648	0.5828631	
1.6348562	0.5944213	1.059801	0.5308945	0.57864153	
1.6368318	0.5944336	1.0594655	0.5250188	0.5730474	
1.6385266	0.5946474	1.0554924	0.4837811	0.5405352	
1.6375413	0.5948143	1.0532546	0.46485972	0.52628773	
1.6367121	0.5949843	1.0514382	0.44915652	0.51312596	
1.6363549	0.5951371	1.0495143	0.43593144	0.49960494	
1.6371496	0.5952605	1.0473088	0.42633295	0.48407292	
1.6386828	0.59537333	1.04493	0.41984403	0.46697992	
1.640172	0.5954846	1.0423646	0.41559887	0.45104367	
1.6411532	0.5955954	1.0395687	0.41263974	0.4361894	
1.6414033	0.59570235	1.036567	0.41026473	0.42023844	
1.640955	0.5957997	1.0333388	0.40797973	0.40110356	
1.6400493	0.5958787	1.0299866	0.40548885	0.3784147	
1.638899	0.59593195	1.026464	0.4025731	0.35169232	
1.6379418	0.59594774	1.022942	0.3991785	0.32246494	
1.6378253	0.59591764	1.019962	0.39518714	0.29542023	
1.6389247	0.5958519	1.0180722	0.39064515	0.275545	
1.6400689	0.59575284	1.0161284	0.3854288	0.2552399	
1.6412711	0.5956198	1.01414	0.37951088	0.23467952	
1.6436617	0.59525895	1.0104011	0.3661903	0.19603276	
1.6463338	0.5947859	1.006531	0.35013533	0.15765816	
1.6477435	0.5945134	1.0045654	0.341141	0.13896304	
1.6506509	0.5939098	1.000565	0.32137334	0.10287064	
1.6535513	0.5932512	0.99659634	0.2998948	0.069610894	
1.6563264	0.5925727	0.9928924	0.27775586	0.040926278	
1.65762	0.5922276	0.99112356	0.26653886	0.028041363	
1.6599742	0.5915257	0.98770684	0.24377799	0.0045648813	
1.6610324	0.5911708	0.9860873	0.23238325	-0.005936444	
1.6629127	0.59044826	0.98298466	0.20954871	-0.02486682	
1.6637396	0.5900828	0.98154724	0.19831192	-0.033088505	
1.6644956	0.58971226	0.98016775	0.18717861	-0.040710866	
1.6651809	0.5893364	0.97884476	0.17617631	-0.04771316	
1.6658034	0.5889564	0.9775984	0.16538584	-0.054036736	
1.6663649	0.5885714	0.97643983	0.15492976	-0.05962485	
1.6668706	0.58818173	0.97534794	0.14470994	-0.06466204	
1.6673243	0.5877857	0.9743211	0.13477194	-0.06916994	
1.6677325	0.58738565	0.97335756	0.12509811	-0.073176384	
1.6680906	0.5869819	0.97248507	0.11586332	-0.076557934	
1.6686908	0.58616817	0.9709455	0.098385215	-0.081926644	
1.6689197	0.58576363	0.9703561	0.0905385	-0.083548665	
1.6690853	0.5853691	0.9699731	0.08367193	-0.08409566	
1.6692215	0.584976	0.969628	0.07703793	-0.08440876	
1.6693252	0.5845891	0.96934664	0.07076824	-0.084391594	
1.6694044	0.5842071	0.969104	0.064689755	-0.08417678	
1.6694613	0.58383155	0.96889746	0.058823705	-0.0837518	
1.6694897	0.5834662	0.96875954	0.053300858	-0.08303034	
1.6694194	0.5824392	0.96871287	0.038431525	-0.07926595	
1.669352	0.58212215	0.9688	0.033949018	-0.077623785	
1.6692657	0.5818185	0.9689292	0.02963686	-0.07584083	
1.669166	0.58152825	0.96909225	0.02549684	-0.07394618	
1.6690487	0.5812522	0.9693068	0.021518707	-0.07192016	
1.6689212	0.58098936	0.969548	0.017684221	-0.06982505	
1.6687808	0.5807399	0.96982735	0.013979316	-0.067653716	
1.668628	0.5805046	0.97013843	0.010402679	-0.06542927	
1.6684649	0.58028245	0.97048146	0.006958723	-0.06315076	
1.6682942	0.5800732	0.97085875	0.00362885	-0.060833037	
1.6320548	0.5944129	1.060424	0.5342313	0.5863574	
1.6385276	0.5944533	1.0595285	0.5166501	0.5693335	
1.6389843	0.59463525	1.056175	0.48319876	0.54483306	
1.6381104	0.5948163	1.054016	0.46472132	0.5313452	
1.6371562	0.5950061	1.0520959	0.44815314	0.5186178	
1.6368951	0.59528136	1.047586	0.42399323	0.49003947	
1.6394908	0.59551334	1.0429468	0.41436708	0.45923924	
1.6409787	0.5956286	1.0402423	0.41147113	0.44467694	
1.6417648	0.59584945	1.0340117	0.4067346	0.40982842	
1.641269	0.59593886	1.0306628	0.40421355	0.3879481	
1.64047	0.5959989	1.0271988	0.40138447	0.36268723	
1.6396968	0.596018	1.0237186	0.39816988	0.33494043	
1.6401405	0.5959197	1.0181773	0.39014912	0.28470862	
1.6412839	0.595816	1.0161889	0.3852588	0.26427883	
1.6424699	0.59567523	1.0141735	0.37971127	0.24374223	
1.6436083	0.5955005	1.0122988	0.37379158	0.22446167	
1.6448199	0.59529483	1.010376	0.36719644	0.20501941	
1.6460972	0.5950601	1.0084181	0.3599217	0.18562889	
1.6488318	0.59451324	1.0043924	0.34339142	0.1474514	
1.6516967	0.59388393	1.0002599	0.3244239	0.110889494	
1.6545697	0.59320664	0.99621093	0.30381835	0.07761246	
1.6559656	0.5928619	0.9943058	0.29329634	0.06291157	
1.6573025	0.5925131	0.9924609	0.28262162	0.04920435	
1.6585691	0.59216213	0.99068594	0.27188623	0.03647381	
1.6597562	0.5918064	0.9889525	0.26101792	0.024499834	
1.6608658	0.5914486	0.98728764	0.25011885	0.0133984685	
1.6618938	0.59108806	0.98568547	0.2392019	0.003071487	
1.6628467	0.59072196	0.9841243	0.228217	-0.006664932	
1.6637166	0.5903572	0.982661	0.21738124	-0.015515804	
1.6645105	0.5899861	0.9812553	0.20658576	-0.02371931	
1.6652359	0.5896106	0.97990865	0.19585955	-0.03135407	
1.665889	0.5892327	0.97865427	0.18537104	-0.03821373	
1.6670165	0.58846307	0.97635084	0.16487801	-0.050207794	
1.6674943	0.58807117	0.9753037	0.15496635	-0.055385113	
