-10.2519	5.0668745	149.42376186709154
-9.11934	5.2475395	157.54297518353548
-9.2445	5.3267145	157.62036263041003
-11.7058	5.398732	146.1201469299448
-13.7154	5.4588995	139.8012424035953
-14.6717	5.5076847	137.53951407374436
-14.7364	5.543439	137.61732202493684
-14.645	5.5662446	138.007811207786
-18.8792	5.5800653	129.55668025642802
-21.1002	5.5886846	126.48640254146817
-21.2074	5.5942106	126.37857463742667
-20.8557	5.5985975	126.84444394855754
-20.3754	5.6033535	127.50058085229989
-19.8687	5.609016	128.23041472619406
-19.1337	5.6146593	129.34435281260588
-18.3865	5.6204233	130.56821283299763
-17.6122	5.6262317	131.94508475053513
-16.8771	5.63189	133.3700063773802
-16.2229	5.6375256	134.75041714322262
-14.707	5.6483974	138.4061778539403
-13.7535	5.6535025	141.1059113454203
-11.9122	5.6627903	147.53772902670252
-8.52576	5.670562	166.51092679152032
-4.82632	5.6765757	217.61704533317948
-3.35841	5.6789703	269.09699938776924
-0.571923	5.682646	1093.6033106291054
0.681557	5.683953	-733.9658505754757
3.04535	5.6855583	-86.69637905339367
3.74443	5.685896	-51.849435584648674
4.00303	5.6859426	-42.04097648089414
3.26688	5.685708	-74.04091929756548
2.7712	5.6852064	-105.15323805594905
2.63128	5.6844597	-116.03401402705305
2.31629	5.683464	-145.36928844872747
2.28609	5.682231	-148.55675870277025
2.50229	5.6807613	-127.0224999321129
2.3536	5.679094	-141.29392322346453
2.26493	5.675145	-150.56602740793102
2.52303	5.6730213	-124.84953490976253
2.3331	5.6709995	-143.06713519919973
2.11288	5.668828	-168.29862714779327
1.85194	5.666565	-205.9799298354659
1.53021	5.664157	-270.1555241793372
1.59486	5.6616216	-254.99176112994917
1.62748	5.659043	-247.71811209429157
1.69983	5.6538076	-232.61017021422228
1.72845	5.651156	-226.94936282737726
1.65359	5.648486	-241.589285171027
1.36042	5.6457987	-315.0040790288844
1.31957	5.6430883	-327.646010088212
1.32174	5.640399	-326.7404123847278
1.19243	5.6376905	-372.7900549724538
1.34875	5.6349945	-317.79383929924825
1.33358	5.632315	-322.3454975828828
0.998326	5.6296496	-463.90896339636964
