37.5481	-4.543429	112.10029372115783
7.84417	-4.475465	157.05466919166852
10.6172	-4.370586	141.16514225665978
10.6876	-4.3337154	140.54900430195664
10.1152	-3.9197545	138.7511271330675
11.0291	-3.5952463	132.5978201187218
12.3719	-3.525135	128.49307828941878
12.0374	-3.4728956	128.85087769266184
11.6364	-3.439517	129.55825646531412
11.3007	-3.4250007	130.30785821986368
10.9232	-3.4133196	131.24834934766218
10.4922	-3.4041424	132.44450556537257
7.93588	-3.3974276	142.81096744425665
7.5137	-3.3470197	144.54555902758145
6.85042	-3.3269224	148.56523275326575
6.47411	-3.315431	151.21060737664993
5.45538	-3.290502	160.31664327224385
4.35128	-3.2781458	175.33750138077713
1.6431	-3.2661304	298.7785382943241
0.228146	-3.2548804	1526.6655907249733
-2.10828	-3.2448978	-53.91209561441571
-2.62792	-3.236642	-23.16364241748202
-1.57619	-3.2300763	-104.92937549727576
-1.24912	-3.2253666	-158.21110862769027
-0.979267	-3.2226439	-229.087340759301
-0.886962	-3.222103	-263.2740964116534
-0.921181	-3.2321258	-250.86760773460608
-0.742573	-3.2649078	-339.67498636251406
-0.678935	-3.2744603	-382.2936360286723
-0.799784	-3.2842498	-310.64210123169744
-0.46037	-3.3039432	-617.6712356612294
-0.412997	-3.3136244	-702.3361726324662
-0.888878	-3.3231087	-273.8543239550086
-0.904654	-3.3323436	-268.35557930989773
-0.736975	-3.3413186	-353.38289663969647
-0.677491	-3.3499885	-394.46981206824
-0.379802	-3.3664627	-786.3731124509967
-0.389886	-3.374261	-765.4481214192836
-0.561052	-3.3818035	-502.76111770549556
-0.582959	-3.3890753	-481.35741284968174
-0.564066	-4.5910325	-713.9176307347304
-0.541787	-4.5456524	-739.0109088572774
-0.366876	-4.514966	-1130.6517233188815
-0.282579	-4.431613	-1468.2739882751948
-0.435866	-4.394343	-908.1866986625037
-0.447529	-4.3603835	-874.3242419829121
9.88789	-4.3261724	143.752225554204
16.9695	-3.4791613	120.50244438936912
16.3894	-3.441349	120.99740642303072
15.7922	-3.4242978	121.68347230641447
14.6855	-3.4124327	123.23674806380185
14.1515	-3.4030213	124.04707538410975
13.663	-3.3960109	124.85553191824995
13.1494	-3.3904114	125.78376569146901
12.2434	-3.3785686	127.59502061631225
11.7458	-3.3707542	128.6975279392522
10.8299	-3.3526244	130.95710953169754
10.3399	-3.3442168	132.3428306009931
9.75781	-3.3345113	134.17274860105329
8.75695	-3.3234062	137.95163927927646
7.30751	-3.3111868	145.31210165064715
5.51055	-3.2980685	159.85007867027804
3.34319	-3.284113	198.23292164547254
1.5504	-3.2702131	310.92704136294725
-1.60433	-3.230647	-101.37049114306296
-2.61077	-3.2102103	-22.960289079001306
-3.32289	-3.2026749	3.6177898146192953
-3.6803	-3.1973295	13.123127910793631
-3.01922	-3.1939979	-5.788837501590197
-2.55831	-3.1927562	-24.79942368967217
-2.43263	-3.1937227	-31.28682304259746
-2.20752	-3.1966362	-44.806669395540126
-2.33789	-3.201335	-36.932664791657935
-2.09877	-3.2076344	-52.83402168767741
-1.91923	-3.2153854	-67.53518147082288
-2.01694	-3.224307	-59.86131830357248
-2.00183	-3.2341738	-61.56085239613143
-1.67447	-3.2444825	-93.76176451994493
-1.52958	-3.2549253	-112.79862820235948
-1.44792	-3.2757854	-126.24078166097523
-1.1974	-3.286087	-174.43519196887377
-1.02948	-3.2962399	-220.1849395268868
-0.978722	-3.3061242	-237.80012825642515
-0.898654	-3.3252506	-270.0256922637739
-1.09998	-3.334353	-203.1285204633511
-1.21013	-3.3431878	-176.2668369961461
-1.1628	-3.3517776	-188.250585153809
-0.920861	-3.3600025	-264.8761861561202
-0.825883	-4.546709	-450.5270453983998
-0.877048	-4.51583	-414.88971637625775
18.0166	-4.4750094	124.8382602925485
-0.766706	-4.4291472	-477.6852277412947
-0.800492	-4.3574166	-444.3423084704148
-0.709622	-4.3231487	-509.2185263897757
19.2442	-3.6744857	119.09399303414648
21.1308	-3.5904317	116.99145877760101
20.471	-3.4783335	116.99151192151089
19.7927	-3.441424	117.38733699043324
19.0806	-3.4120073	117.88206998789451
